id,City,State,District,Density,Latitude,Longitude,Rating,Number of Reviews,Hospital Name,info
Hospital #0,Anantpur,Andhra Pradesh,Ananthapuramu,219.608,14.696532573816466,77.5845696812239,4.1,229,Columbia Asia Hospital 1,Dr. Gupta (Dermatologist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #1354,Thane,Maharashtra,Thane,1915.0,19.161824651518128,72.96768652127957,3.8,78,BLK Hospital 1364,Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist)
Hospital #1355,Thane,Maharashtra,Thane,1915.0,19.30864197412093,72.85765677923075,3.5,264,Narayana Hospital 1365,Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #1356,Thane,Maharashtra,Thane,1915.0,19.44546436476868,72.82584432976326,4.6,534,Aster Hospital 1366,Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist)
Hospital #1357,Thane,Maharashtra,Thane,1915.0,19.26451953356902,72.93452410437081,3.5,742,Max Hospital 1367,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist)
Hospital #1358,Thane,Maharashtra,Thane,1915.0,19.2001273773946,72.86308179960477,4.2,61,BLK Hospital 1368,Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist)
Hospital #1359,Thane,Maharashtra,Thane,1915.0,19.193468391279303,72.94429616265462,4.8,1863,Global Hospital 1369,Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Das (Pediatrician)
Hospital #1360,Thane,Maharashtra,Thane,1915.0,19.184710743961105,72.99109777613307,4.9,6,Fortis Hospital 1370,Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist)
Hospital #1361,Thane,Maharashtra,Thane,1915.0,19.41341242218005,72.9864165150986,3.9,22,Paras Hospital 1371,Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Das (Pediatrician)
Hospital #1362,Thane,Maharashtra,Thane,1915.0,19.301893807336217,73.13655055829473,4.6,1188,Indraprastha Hospital 1372,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist)
Hospital #1363,Thane,Maharashtra,Thane,1915.0,19.246171129827864,73.06289219347049,2.7,39,Narayana Hospital 1373,Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic)
Hospital #1364,Thane,Maharashtra,Thane,1915.0,19.508301377236258,73.14885605948918,2.3,18,Artemis Hospital 1374,Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician)
Hospital #1365,Thane,Maharashtra,Thane,1915.0,19.16442874816192,73.03157390846872,3.8,54,Max Hospital 1375,Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic)
Hospital #1366,Thane,Maharashtra,Thane,1915.0,19.207241255305263,72.93449355477105,4.1,9,Primus Hospital 1376,Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic)
Hospital #1367,Thane,Maharashtra,Thane,1915.0,19.28922817083604,73.0080363713303,3.3,62,Saket City Hospital 1377,Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist)
Hospital #1368,Thane,Maharashtra,Thane,1915.0,18.948333516524304,73.09207621589816,3.2,70,Manipal Hospital 1378,Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #1369,Thane,Maharashtra,Thane,1915.0,19.26373835686022,72.96182534578656,4.8,203,Aster Hospital 1379,Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist)
Hospital #1370,Thane,Maharashtra,Thane,1915.0,19.445455984142257,72.8362029982555,3.1,183,Artemis Hospital 1380,Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1371,Thane,Maharashtra,Thane,1915.0,19.262694070562656,73.05824458620293,4.0,102,Aster Hospital 1381,Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Gupta (Dermatologist)
Hospital #1372,Thane,Maharashtra,Thane,1915.0,19.23516776874821,73.29213320569123,4.0,8,Medanta Hospital 1382,Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist)
Hospital #1373,Thane,Maharashtra,Thane,1915.0,19.195236360872165,73.19519483552126,4.1,33,Max Hospital 1383,Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist)
Hospital #1374,Thane,Maharashtra,Thane,1915.0,19.248832100052034,73.0816638148382,4.0,103,Medanta Hospital 1384,Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist)
Hospital #1375,Thane,Maharashtra,Thane,1915.0,19.41330609279889,72.62186321835131,3.7,66,Apollo Hospital 1385,Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist)
Hospital #1376,Thane,Maharashtra,Thane,1915.0,19.20482586466857,72.89256596801184,4.7,71,Medanta Hospital 1386,Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist)
Hospital #1377,Thane,Maharashtra,Thane,1915.0,19.45908316090855,73.0838997548287,3.7,24,Apollo Hospital 1387,Dr. Reddy (Endocrinologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist)
Hospital #1378,Thane,Maharashtra,Thane,1915.0,19.29731166781454,72.84979322466012,3.8,70,Saket City Hospital 1388,Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #1379,Thane,Maharashtra,Thane,1915.0,19.46166962425539,72.92910920184042,3.5,17,Paras Hospital 1389,Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic)
Hospital #1380,Thane,Maharashtra,Thane,1915.0,19.415886010100976,72.82326562874798,3.1,347,Apollo Hospital 1390,Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist)
Hospital #1381,Thane,Maharashtra,Thane,1915.0,19.226947618913183,72.93643041477328,3.3,177,Artemis Hospital 1391,Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist)
Hospital #1382,Thane,Maharashtra,Thane,1915.0,19.19954884570245,72.80430230845177,3.7,51,BLK Hospital 1392,Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Singh (ENT Specialist)
Hospital #1383,Thane,Maharashtra,Thane,1915.0,19.284732406981103,72.92665420162719,4.4,1353,Wockhardt Hospital 1393,Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist)
Hospital #1384,Thane,Maharashtra,Thane,1915.0,19.21929202773689,72.58576374507908,2.3,9,Aster Hospital 1394,Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist)
Hospital #1385,Thane,Maharashtra,Thane,1915.0,19.15360443814153,72.96012656390394,4.4,723,Manipal Hospital 1395,Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist)
Hospital #1386,Thane,Maharashtra,Thane,1915.0,19.31161702771184,73.08100517552079,4.1,160,BLK Hospital 1396,Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist)
Hospital #1387,Thane,Maharashtra,Thane,1915.0,19.23806901127332,72.97509779574841,4.4,258,Indraprastha Hospital 1397,Dr. Iyer (Oncologist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician)
Hospital #1388,Thane,Maharashtra,Thane,1915.0,19.179250841360908,72.97845173622966,4.6,408,Paras Hospital 1398,Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist)
Hospital #1389,Thane,Maharashtra,Thane,1915.0,18.9536666993629,73.22014804569618,4.9,2,Medanta Hospital 1399,Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist)
Hospital #1390,Thane,Maharashtra,Thane,1915.0,19.199976777175564,72.97253868013176,4.9,125,Primus Hospital 1400,Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician)
Hospital #1391,Thane,Maharashtra,Thane,1915.0,19.27135870032951,73.00464480390679,3.3,83,Indraprastha Hospital 1401,Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician)
Hospital #1392,Thane,Maharashtra,Thane,1915.0,19.12914734800496,72.94531547720662,4.0,13,Max Hospital 1402,Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist)
Hospital #1393,Thane,Maharashtra,Thane,1915.0,19.302742183886647,72.8615030937016,4.7,595,Apollo Hospital 1403,Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist)
Hospital #1394,Thane,Maharashtra,Thane,1915.0,19.231148657345805,72.97167442199435,4.5,851,Aster Hospital 1404,Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist)
Hospital #1395,Thane,Maharashtra,Thane,1915.0,19.216138832059304,72.96163752583068,4.7,577,Fortis Hospital 1405,Dr. Roy (Psychiatrist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician)
Hospital #1396,Thane,Maharashtra,Thane,1915.0,19.2385664680872,73.11107780915859,3.6,288,Narayana Hospital 1406,Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist)
Hospital #1397,Thane,Maharashtra,Thane,1915.0,19.21433051029522,72.9607697134565,4.5,849,Artemis Hospital 1407,Dr. Ahuja (Cardiologist); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #1398,Thane,Maharashtra,Thane,1915.0,19.199201848465044,72.98170282876143,3.9,107,Manipal Hospital 1408,Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist)
Hospital #1399,Thane,Maharashtra,Thane,1915.0,19.2032512603996,73.05816617580025,4.3,1367,Columbia Asia Hospital 1409,Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist)
Hospital #1400,Thane,Maharashtra,Thane,1915.0,19.29943696828173,72.95942221501407,4.8,336,Artemis Hospital 1410,Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist)
Hospital #1401,Thane,Maharashtra,Thane,1915.0,19.412923467147355,72.84410819327445,3.6,102,Saket City Hospital 1411,Dr. Nair (Orthopedic); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist)
Hospital #1402,Thane,Maharashtra,Thane,1915.0,18.839013067768217,72.80126372714352,4.5,7,Fortis Hospital 1412,Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist)
Hospital #1403,Thane,Maharashtra,Thane,1915.0,19.266424089686648,72.92458426312233,4.0,94,Primus Hospital 1413,Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist)
Hospital #1404,Thane,Maharashtra,Thane,1915.0,19.215008042971224,72.91968738780737,3.8,119,Narayana Hospital 1414,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist)
Hospital #1405,Thane,Maharashtra,Thane,1915.0,19.42416002676213,72.82812868450291,3.5,156,Fortis Hospital 1415,Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist)
Hospital #1406,Thane,Maharashtra,Thane,1915.0,19.258773950330617,72.79554231167806,4.8,168,Medanta Hospital 1416,Dr. Das (Pediatrician); Dr. Nair (Orthopedic); Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist)
Hospital #1407,Thane,Maharashtra,Thane,1915.0,19.06670786196464,72.75078455708933,3.3,64,Apollo Hospital 1417,Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Das (Pediatrician)
Hospital #1408,Thane,Maharashtra,Thane,1915.0,19.16841206880791,72.96550698462433,4.1,349,Paras Hospital 1418,Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist)
Hospital #1409,Thane,Maharashtra,Thane,1915.0,19.196856562189343,72.91099118116227,4.5,82,Manipal Hospital 1419,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1410,Thane,Maharashtra,Thane,1915.0,19.3572577745957,72.88845988421025,4.4,159,Global Hospital 1420,Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist)
Hospital #1411,Thane,Maharashtra,Thane,1915.0,19.18299365656362,73.08705085401665,3.9,75,Apollo Hospital 1421,Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Roy (Psychiatrist)
Hospital #1412,Thane,Maharashtra,Thane,1915.0,19.55534134257617,73.01083693772314,3.7,33,Global Hospital 1422,Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist)
Hospital #1413,Thane,Maharashtra,Thane,1915.0,19.35509884681748,72.76499304886164,3.9,445,Indraprastha Hospital 1423,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist)
Hospital #1414,Thane,Maharashtra,Thane,1915.0,19.29948791961604,72.87956810440592,2.7,61,Paras Hospital 1424,Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist)
Hospital #1415,Thane,Maharashtra,Thane,1915.0,19.14850611517897,73.08971166132012,4.1,229,Narayana Hospital 1425,Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist)
Hospital #1416,Thane,Maharashtra,Thane,1915.0,19.26248928690089,73.00610022683927,3.7,245,Aster Hospital 1426,Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic)
Hospital #1417,Thane,Maharashtra,Thane,1915.0,19.41266382904713,72.89333191055053,3.1,58,Columbia Asia Hospital 1427,Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #1418,Thane,Maharashtra,Thane,1915.0,19.242329086820234,72.90755584741072,4.2,78,Max Hospital 1428,Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist); Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist)
Hospital #1419,Thane,Maharashtra,Thane,1915.0,19.213454690374338,72.96246011646919,4.1,283,BLK Hospital 1429,Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1420,Thane,Maharashtra,Thane,1915.0,19.2887512666066,73.05855935612631,4.1,97,Paras Hospital 1430,Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Reddy (Endocrinologist)
Hospital #1421,Thane,Maharashtra,Thane,1915.0,19.179888577128786,72.93390780581873,4.2,720,Apollo Hospital 1431,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Nair (Orthopedic)
Hospital #1422,Thane,Maharashtra,Thane,1915.0,19.126322425178,73.01952757410129,3.5,69,Manipal Hospital 1432,Dr. Verma (Neurologist); Dr. Mehta (Gastroenterologist); Dr. Ahuja (Cardiologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist)
Hospital #1423,Thane,Maharashtra,Thane,1915.0,19.228671400344087,73.17481655862366,3.9,171,BLK Hospital 1433,Dr. Verma (Neurologist); Dr. Nair (Orthopedic); Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist)
Hospital #1424,Thane,Maharashtra,Thane,1915.0,19.22222742424505,72.95414085163728,4.4,107,Saket City Hospital 1434,Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist)
Hospital #1425,Thane,Maharashtra,Thane,1915.0,19.191013313676105,73.01836056930485,4.2,512,Saket City Hospital 1435,Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Ahuja (Cardiologist); Dr. Iyer (Oncologist); Dr. Verma (Neurologist)
Hospital #1426,Thane,Maharashtra,Thane,1915.0,19.010068353720754,73.3785483506181,3.0,23,Fortis Hospital 1436,Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #1427,Thane,Maharashtra,Thane,1915.0,19.175790046586467,72.78683625679083,4.0,42,BLK Hospital 1437,Dr. Ahuja (Cardiologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist)
Hospital #1428,Thane,Maharashtra,Thane,1915.0,19.32181279534722,72.80564249723791,4.7,428,Manipal Hospital 1438,Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician)
Hospital #1429,Thane,Maharashtra,Thane,1915.0,19.301016214468188,72.84727525122301,4.1,37,Narayana Hospital 1439,Dr. Das (Pediatrician); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist)
Hospital #1430,Thane,Maharashtra,Thane,1915.0,19.23788530911872,72.75825239586801,3.7,15,Indraprastha Hospital 1440,Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist)
Hospital #1431,Thane,Maharashtra,Thane,1915.0,19.299364173768083,72.92918514827231,3.9,219,Global Hospital 1441,Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Mehta (Gastroenterologist); Dr. Singh (ENT Specialist); Dr. Das (Pediatrician)
Hospital #1432,Thane,Maharashtra,Thane,1915.0,19.2033125,73.0012429,0.9,1,Fortis Hospital 1442,Dr. Mehta (Gastroenterologist); Dr. Das (Pediatrician); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist)
Hospital #1433,Thane,Maharashtra,Thane,1915.0,19.42930208765677,72.83219894963372,4.8,4169,Saket City Hospital 1443,Dr. Mehta (Gastroenterologist); Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Reddy (Endocrinologist); Dr. Gupta (Dermatologist)
Hospital #1434,Thane,Maharashtra,Thane,1915.0,19.37511382241893,72.72758756142522,4.5,154,Max Hospital 1444,Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Mehta (Gastroenterologist); Dr. Reddy (Endocrinologist)
Hospital #1435,Thane,Maharashtra,Thane,1915.0,19.56106351694616,73.00945780633276,3.8,23,Max Hospital 1445,Dr. Singh (ENT Specialist); Dr. Das (Pediatrician); Dr. Iyer (Oncologist); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #1436,Thane,Maharashtra,Thane,1915.0,19.304466986613864,72.84327797859862,4.5,1006,Apollo Hospital 1446,Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic); Dr. Iyer (Oncologist); Dr. Gupta (Dermatologist)
Hospital #1437,Thane,Maharashtra,Thane,1915.0,19.305712321782185,72.79425346500797,4.3,104,Narayana Hospital 1447,Dr. Gupta (Dermatologist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist)
Hospital #1438,Thane,Maharashtra,Thane,1915.0,19.28213663527279,73.04977798041573,3.8,118,Wockhardt Hospital 1448,Dr. Verma (Neurologist); Dr. Gupta (Dermatologist); Dr. Iyer (Oncologist); Dr. Nair (Orthopedic); Dr. Das (Pediatrician)
Hospital #1439,Thane,Maharashtra,Thane,1915.0,19.29976345326316,73.2026330238557,4.4,201,Aster Hospital 1449,Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist)
Hospital #1440,Thane,Maharashtra,Thane,1915.0,19.2055694340328,72.95599838994796,4.8,1863,Saket City Hospital 1450,Dr. Gupta (Dermatologist); Dr. Singh (ENT Specialist); Dr. Reddy (Endocrinologist); Dr. Roy (Psychiatrist); Dr. Mehta (Gastroenterologist)
Hospital #1441,Thane,Maharashtra,Thane,1915.0,19.23766344788936,73.15766864972701,4.8,1863,Wockhardt Hospital 1451,Dr. Ahuja (Cardiologist); Dr. Nair (Orthopedic); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist)
Hospital #1442,Thane,Maharashtra,Thane,1915.0,19.199874293140905,73.11714920672806,4.5,507,Primus Hospital 1452,Dr. Roy (Psychiatrist); Dr. Iyer (Oncologist); Dr. Singh (ENT Specialist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist)
Hospital #1443,Thane,Maharashtra,Thane,1915.0,19.401243741065333,72.9651774145141,3.2,20,Narayana Hospital 1453,Dr. Mehta (Gastroenterologist); Dr. Verma (Neurologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Nair (Orthopedic)
Hospital #1444,Thane,Maharashtra,Thane,1915.0,19.22813904066584,73.23586039540176,3.9,275,Indraprastha Hospital 1454,Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Iyer (Oncologist)
Hospital #1445,Thane,Maharashtra,Thane,1915.0,19.363917034007866,72.84132687957977,4.7,379,Global Hospital 1455,Dr. Nair (Orthopedic); Dr. Reddy (Endocrinologist); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist); Dr. Iyer (Oncologist)
Hospital #1446,Thane,Maharashtra,Thane,1915.0,19.436700991406298,73.11206296323252,3.0,12,Manipal Hospital 1456,Dr. Roy (Psychiatrist); Dr. Reddy (Endocrinologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician); Dr. Singh (ENT Specialist)
Hospital #1447,Thane,Maharashtra,Thane,1915.0,19.21149801384136,72.81615865500643,4.8,28,BLK Hospital 1457,Dr. Gupta (Dermatologist); Dr. Roy (Psychiatrist); Dr. Ahuja (Cardiologist); Dr. Verma (Neurologist); Dr. Reddy (Endocrinologist)
Hospital #1448,Thane,Maharashtra,Thane,1915.0,19.245071939858096,72.95813666880481,2.7,145,Saket City Hospital 1458,Dr. Ahuja (Cardiologist); Dr. Mehta (Gastroenterologist); Dr. Gupta (Dermatologist); Dr. Verma (Neurologist); Dr. Das (Pediatrician)
Hospital #1449,Thane,Maharashtra,Thane,1915.0,19.023920965941763,73.05537686670647,2.8,121,BLK Hospital 1459,Dr. Singh (ENT Specialist); Dr. Gupta (Dermatologist); Dr. Nair (Orthopedic); Dr. Mehta (Gastroenterologist); Dr. Roy (Psychiatrist)
Hospital #1450,Thane,Maharashtra,Thane,1915.0,19.363230284972985,73.06015270019641,3.7,73,Max Hospital 1460,Dr. Nair (Orthopedic); Dr. Ahuja (Cardiologist); Dr. Das (Pediatrician); Dr. Mehta (Gastroenterologist); Dr. Iyer (Oncologist)
